사건번호,접수일(년월일),성별,연령대,지역,판매유형,물품소분류,청구이유
2020034474,2020-09-02 00:00:00,남성,65 - 69세,충청북도,다단계판매,기타건강식품,청약철회
2020034475,2020-09-02 00:00:00,여성,20 - 29세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020034476,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,캐주얼바지,청약철회
2020034477,2020-09-02 00:00:00,남성,불명,인천광역시,국내온라인거래,기타숙박시설,계약불이행(불완전이행)
2020034478,2020-09-02 00:00:00,남성,60 - 64세,경기도,일반판매,소파,품질(물품/용역)
2020034479,2020-09-02 00:00:00,여성,10 - 19세,부산광역시,일반판매,외식,안전(제품/시설)
2020034480,2020-09-02 00:00:00,여성,20 - 29세,대전광역시,국내온라인거래,펜션,계약해제.해지/위약금
2020034481,2020-09-02 00:00:00,남성,60 - 64세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034482,2020-09-02 00:00:00,여성,40 - 49세,강원도,일반판매,양복(서양식 의복)세탁,품질(물품/용역)
2020034483,2020-09-02 00:00:00,남성,30 - 39세,경기도,방문판매,콘도회원권,계약해제.해지/위약금
2020034484,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020034485,2020-09-02 00:00:00,남성,30 - 39세,경기도,국내온라인거래,기타사무용품,품질(물품/용역)
2020034487,2020-09-02 00:00:00,남성,30 - 39세,경기도,기타통신판매,항공여객운송서비스,계약불이행(불완전이행)
2020034489,2020-09-02 00:00:00,여성,20 - 29세,대구광역시,국내온라인거래,기타숙박시설,계약해제.해지/위약금
2020034490,2020-09-02 00:00:00,여성,40 - 49세,강원도,기타통신판매,인터넷게임서비스,계약해제.해지/위약금
2020034491,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,원피스,품질(물품/용역)
2020034492,2020-09-02 00:00:00,여성,30 - 39세,경기도,일반판매,결혼준비대행서비스,계약불이행(불완전이행)
2020034493,2020-09-02 00:00:00,남성,40 - 49세,전라북도,전화권유판매,투자자문(컨설팅),청약철회
2020034494,2020-09-02 00:00:00,남성,20 - 29세,전라남도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034495,2020-09-02 00:00:00,여성,40 - 49세,전라남도,기타통신판매,보청기,청약철회
2020034496,2020-09-02 00:00:00,남성,30 - 39세,경기도,기타,자동차보험,부당행위
2020034498,2020-09-02 00:00:00,남성,40 - 49세,세종특별자치시,전화권유판매,투자자문(컨설팅),청약철회
2020034499,2020-09-02 00:00:00,여성,40 - 49세,서울특별시,국내온라인거래,소파,품질(물품/용역)
2020034500,2020-09-02 00:00:00,남성,30 - 39세,경기도,일반판매,예식서비스,계약해제.해지/위약금
2020034501,2020-09-02 00:00:00,여성,40 - 49세,인천광역시,일반판매,신경외과,품질(물품/용역)
2020034503,2020-09-02 00:00:00,여성,40 - 49세,전라북도,기타통신판매,투자자문(컨설팅),청약철회
2020034504,2020-09-02 00:00:00,남성,40 - 49세,서울특별시,국내온라인거래,소파,청약철회
2020034505,2020-09-02 00:00:00,여성,30 - 39세,경기도,TV홈쇼핑,정수기대여(렌트),계약해제.해지/위약금
2020034506,2020-09-02 00:00:00,남성,50 - 59세,서울특별시,모바일거래,투자자문(컨설팅),부당행위
2020034507,2020-09-02 00:00:00,남성,20 - 29세,서울특별시,기타통신판매,펜션,계약해제.해지/위약금
2020034508,2020-09-02 00:00:00,남성,40 - 49세,경상남도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034509,2020-09-02 00:00:00,남성,30 - 39세,인천광역시,국내온라인거래,기타가사용품,계약불이행(불완전이행)
2020034511,2020-09-02 00:00:00,남성,30 - 39세,경기도,국내온라인거래,기타문화용품,청약철회
2020034512,2020-09-02 00:00:00,여성,30 - 39세,경기도,방문판매,헬스장,계약해제.해지/위약금
2020034513,2020-09-02 00:00:00,여성,40 - 49세,경기도,일반판매,포장이사운송서비스,부당행위
2020034514,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,기타부엌소모품,표시.광고
2020034515,2020-09-02 00:00:00,여성,30 - 39세,울산광역시,기타통신판매,컴퓨터수리,계약불이행(불완전이행)
2020034516,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020034517,2020-09-02 00:00:00,남성,40 - 49세,경상남도,모바일거래,투자자문(컨설팅),부당행위
2020034518,2020-09-02 00:00:00,여성,30 - 39세,부산광역시,일반판매,카셰어링,AS불만
2020034519,2020-09-02 00:00:00,남성,20 - 29세,경기도,모바일거래,기타숙박시설,계약해제.해지/위약금
2020034520,2020-09-02 00:00:00,남성,40 - 49세,부산광역시,일반판매,헬스장,계약해제.해지/위약금
2020034521,2020-09-02 00:00:00,여성,40 - 49세,경기도,국내온라인거래,소파,품질(물품/용역)
2020034522,2020-09-02 00:00:00,여성,60 - 64세,경기도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020034523,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,기타통신판매,기타숙박시설,계약해제.해지/위약금
2020034524,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,일반판매,사진촬영,품질(물품/용역)
2020034525,2020-09-02 00:00:00,여성,20 - 29세,서울특별시,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2020034526,2020-09-02 00:00:00,남성,20 - 29세,경기도,기타,초고속인터넷,계약해제.해지/위약금
2020034527,2020-09-02 00:00:00,남성,30 - 39세,부산광역시,일반판매,룸에어컨,품질(물품/용역)
2020034528,2020-09-02 00:00:00,여성,60 - 64세,광주광역시,일반판매,침대,계약해제.해지/위약금
2020034529,2020-09-02 00:00:00,여성,20 - 29세,대구광역시,모바일거래,캐주얼바지,청약철회
2020034530,2020-09-02 00:00:00,여성,30 - 39세,경기도,일반판매,외식,계약해제.해지/위약금
2020034531,2020-09-02 00:00:00,남성,20 - 29세,경기도,국내온라인거래,기타보건·위생용품,청약철회
2020034532,2020-09-02 00:00:00,여성,40 - 49세,경기도,일반판매,독서실이용,계약해제.해지/위약금
2020034533,2020-09-02 00:00:00,여성,60 - 64세,서울특별시,일반판매,김치냉장고,품질(물품/용역)
2020034534,2020-09-02 00:00:00,여성,30 - 39세,경기도,일반판매,기타방문·통신교육서비스,계약불이행(불완전이행)
2020034535,2020-09-02 00:00:00,남성,20 - 29세,부산광역시,국내온라인거래,마사지류,품질(물품/용역)
2020034536,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,인터넷게임서비스,부당행위
2020034537,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,스프링매트리스,품질(물품/용역)
2020034538,2020-09-02 00:00:00,여성,50 - 59세,경상남도,일반판매,캐주얼바지,품질(물품/용역)
2020034539,2020-09-02 00:00:00,남성,50 - 59세,부산광역시,기타통신판매,기타관리서비스,품질(물품/용역)
2020034540,2020-09-02 00:00:00,여성,30 - 39세,경기도,일반판매,캐주얼바지,품질(물품/용역)
2020034542,2020-09-02 00:00:00,남성,50 - 59세,서울특별시,소셜커머스(쇼핑),호텔,부당행위
2020034543,2020-09-02 00:00:00,여성,40 - 49세,서울특별시,방문판매,기타건강식품,계약해제.해지/위약금
2020034544,2020-09-02 00:00:00,여성,40 - 49세,전라남도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020034545,2020-09-02 00:00:00,여성,50 - 59세,경상북도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034546,2020-09-02 00:00:00,남성,40 - 49세,대전광역시,일반판매,포장이사운송서비스,품질(물품/용역)
2020034547,2020-09-02 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),청약철회
2020034548,2020-09-02 00:00:00,남성,30 - 39세,인천광역시,일반판매,헬스장,계약불이행(불완전이행)
2020034549,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,일반판매,전기세탁기,품질(물품/용역)
2020034550,2020-09-02 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020034551,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,일반판매,선박화물운송서비스,품질(물품/용역)
2020034552,2020-09-02 00:00:00,여성,50 - 59세,충청남도,국내온라인거래,기타카드,계약해제.해지/위약금
2020034553,2020-09-02 00:00:00,남성,30 - 39세,인천광역시,일반판매,중형승합자동차,계약불이행(불완전이행)
2020034554,2020-09-02 00:00:00,여성,60 - 64세,대구광역시,전화권유판매,투자자문(컨설팅),청약철회
2020034555,2020-09-02 00:00:00,여성,40 - 49세,서울특별시,일반판매,항공여객운송서비스,계약불이행(불완전이행)
2020034556,2020-09-02 00:00:00,여성,20 - 29세,대전광역시,방문판매,헬스장,계약해제.해지/위약금
2020034557,2020-09-02 00:00:00,여성,40 - 49세,경기도,국내온라인거래,믹서기,품질(물품/용역)
2020034558,2020-09-02 00:00:00,남성,60 - 64세,서울특별시,모바일거래,투자자문(컨설팅),부당행위
2020034559,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,일반판매,창호유리,계약해제.해지/위약금
2020034560,2020-09-02 00:00:00,남성,30 - 39세,전라남도,일반판매,기타농업용기계,계약불이행(불완전이행)
2020034561,2020-09-02 00:00:00,남성,40 - 49세,전라북도,기타통신판매,투자자문(컨설팅),계약해제.해지/위약금
2020034563,2020-09-02 00:00:00,여성,30 - 39세,강원도,일반판매,곶감,계약해제.해지/위약금
2020034564,2020-09-02 00:00:00,여성,20 - 29세,서울특별시,모바일거래,기타사설강습서비스,계약해제.해지/위약금
2020034565,2020-09-02 00:00:00,여성,50 - 59세,경상북도,일반판매,인터넷교육서비스,계약불이행(불완전이행)
2020034566,2020-09-02 00:00:00,여성,20 - 29세,경기도,일반판매,외식,계약해제.해지/위약금
2020034567,2020-09-02 00:00:00,남성,30 - 39세,서울특별시,일반판매,상품권,AS불만
2020034568,2020-09-02 00:00:00,여성,30 - 39세,인천광역시,일반판매,포장이사운송서비스,품질(물품/용역)
2020034569,2020-09-02 00:00:00,남성,30 - 39세,경기도,기타통신판매,인터넷정보이용서비스,계약해제.해지/위약금
2020034570,2020-09-03 00:00:00,여성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020034571,2020-09-03 00:00:00,남성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020034572,2020-09-03 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,헤드폰·이어폰,품질(물품/용역)
2020034573,2020-09-03 00:00:00,여성,30 - 39세,경기도,일반판매,항공여객운송서비스,계약해제.해지/위약금
2020034574,2020-09-03 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,여성용내의류,계약불이행(불완전이행)
2020034575,2020-09-03 00:00:00,남성,40 - 49세,경상남도,일반판매,공제보험,부당행위
2020034577,2020-09-03 00:00:00,여성,50 - 59세,대구광역시,방문판매,제습기,품질(물품/용역)
2020034578,2020-09-03 00:00:00,남성,50 - 59세,서울특별시,일반판매,중형승용자동차,계약불이행(불완전이행)
2020034579,2020-09-03 00:00:00,남성,50 - 59세,경기도,일반판매,전문스포츠화(축구화·골프화 등),품질(물품/용역)
2020034580,2020-09-03 00:00:00,남성,40 - 49세,경기도,기타,각종쿠폰류(무료통화권포함),계약불이행(불완전이행)
2020034581,2020-09-03 00:00:00,남성,50 - 59세,인천광역시,일반판매,자동차대여(렌트),부당행위
2020034582,2020-09-03 00:00:00,남성,40 - 49세,제주도,기타통신판매,국외여행,계약해제.해지/위약금
2020034583,2020-09-03 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,인터넷정보이용서비스,계약해제.해지/위약금
2020034584,2020-09-03 00:00:00,남성,20 - 29세,세종특별자치시,전화권유판매,투자자문(컨설팅),품질(물품/용역)
2020034585,2020-09-03 00:00:00,남성,40 - 49세,서울특별시,TV홈쇼핑,도서·음반대여(렌트),가격.요금
2020034586,2020-09-03 00:00:00,남성,40 - 49세,경기도,국내온라인거래,운동화,청약철회
2020034587,2020-09-03 00:00:00,남성,40 - 49세,대구광역시,국내온라인거래,기타숙박시설,청약철회
2020034588,2020-09-03 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,항공여객운송서비스,계약해제.해지/위약금
2020034589,2020-09-03 00:00:00,여성,40 - 49세,경기도,국내온라인거래,자동차대여(렌트),품질(물품/용역)
2020034590,2020-09-03 00:00:00,남성,30 - 39세,경기도,국내온라인거래,항공여객운송서비스,계약불이행(불완전이행)
2020034591,2020-09-03 00:00:00,여성,30 - 39세,경기도,일반판매,헬스장,계약해제.해지/위약금
2020034592,2020-09-03 00:00:00,남성,20 - 29세,경기도,국내온라인거래,샌들·슬리퍼,품질(물품/용역)
2020034593,2020-09-03 00:00:00,여성,40 - 49세,경기도,국내온라인거래,김치냉장고,품질(물품/용역)
2020034594,2020-09-03 00:00:00,여성,20 - 29세,서울특별시,일반판매,헬스장,계약해제.해지/위약금
2020034595,2020-09-03 00:00:00,남성,20 - 29세,인천광역시,국내온라인거래,호텔,계약해제.해지/위약금
2020034596,2020-09-03 00:00:00,남성,50 - 59세,인천광역시,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034598,2020-09-03 00:00:00,여성,40 - 49세,충청북도,일반판매,성형외과,품질(물품/용역)
2020034599,2020-09-03 00:00:00,여성,50 - 59세,세종특별자치시,국내온라인거래,시계,품질(물품/용역)
2020034600,2020-09-03 00:00:00,남성,30 - 39세,전라남도,일반판매,기타숙박시설,계약불이행(불완전이행)
2020034601,2020-09-03 00:00:00,남성,20 - 29세,인천광역시,국내온라인거래,퍼스널컴퓨터,AS불만
2020034602,2020-09-03 00:00:00,여성,불명,경기도,국내온라인거래,기타침구류,품질(물품/용역)
2020034603,2020-09-03 00:00:00,남성,30 - 39세,서울특별시,국내온라인거래,미분류대여(렌트),계약해제.해지/위약금
2020034604,2020-09-03 00:00:00,남성,50 - 59세,경기도,전화권유판매,투자자문(컨설팅),계약해제.해지/위약금
2020034605,2020-09-03 00:00:00,여성,40 - 49세,인천광역시,국내온라인거래,블라우스,청약철회
2020034606,2020-09-03 00:00:00,여성,60 - 64세,부산광역시,일반판매,숙녀화(구두·부츠 등),품질(물품/용역)
2020034607,2020-09-03 00:00:00,여성,30 - 39세,서울특별시,국내온라인거래,샌들·슬리퍼,품질(물품/용역)
